Customer ID,L,R,F,M,S
14114,210,30,5,977.56,0.3795931241129159
14115,165,136,2,622.67,0.2570966724491405
14118,0,63,1,458.45,0.3324396782841823
14119,342,10,2,183.37,0.3922173158807759
14122,331,41,3,362.42,0.3619145245229459
14123,0,368,1,436.18,0.0053619302949061
14126,0,79,1,466.33,0.3152815013404826
14127,45,15,3,1190.37,0.3897965620564579
14128,0,186,1,286.71,0.2005361930294906
14129,179,34,4,1467.48,0.3723624034064028
14130,353,10,3,1398.81,0.3951584923513641
14131,0,283,1,187.87,0.0965147453083109
14133,0,368,1,305.5,0.0053619302949061
14134,347,17,15,11123.35,0.4229459075855543
14135,370,2,11,4953.61,0.4272669925879199
14136,331,35,5,1570.81,0.3742311938180098
14137,0,330,1,332.7,0.046112600536193
14139,52,125,3,670.98,0.2718340955685223
14142,273,8,2,671.34,0.3943620879987384
14144,0,121,1,30.6,0.2702412868632708
14145,151,94,3,3857.85,0.3050780633969405
14146,311,18,7,5259.3,0.3983441097618672
14147,251,23,7,2106.8,0.392982179466961
14148,0,49,1,309.09000000000003,0.3474530831099196
14151,43,308,2,679.45,0.0726462703043684
14152,272,22,5,1376.05,0.3881722125847658
14153,0,118,1,233.4,0.2734584450402145
14154,314,16,6,5115.08,0.3975477054092414
14156,366,6,102,196566.74,0.6906245071755244
14157,256,24,3,569.9,0.3801450875256268
14159,357,14,9,3245.0,0.4085160069389686
14160,88,245,7,8421.47,0.1549124743731272
14161,357,4,5,2208.36,0.407475161646428
14163,0,97,1,148.71,0.2959785522788204
14166,121,140,2,256.85,0.2528071282132156
14167,217,99,4,721.65,0.3026573095726226
14168,143,55,2,370.45,0.3439599432266204
14169,13,65,2,624.4300000000001,0.3332360826368081
14170,19,10,3,597.33,0.3951584923513641
14171,0,365,1,135.0,0.0085790884718498
14172,37,240,3,402.72,0.1485096987856805
14173,89,276,2,135.16,0.1069626241917678
14175,209,53,5,4456.58,0.3549282447563476
14176,13,2,2,339.11,0.4007964043526257
14177,270,16,9,1669.93,0.4063712348210061
14180,175,7,9,1570.73,0.4160227093518372
14181,151,45,2,310.55,0.3546838038164328
14182,152,78,4,678.77,0.3251774168112285
14183,69,46,2,286.29,0.3536114177574515
14186,217,62,5,1550.63,0.3452767702255165
14187,0,108,1,123.5,0.2841823056300268
14189,20,3,2,1160.31,0.3997240182936445
14190,0,301,1,79.9,0.0772117962466488
14191,334,29,2,132.9,0.3718419807601325
14192,0,23,1,293.74,0.3753351206434316
14193,0,31,1,356.8,0.3667560321715817
14194,310,27,15,7321.070000000001,0.412222046995742
14195,194,74,4,1603.6,0.3294669610471535
14197,0,45,1,390.05,0.3517426273458445
14198,303,35,5,868.33,0.3742311938180098
14199,106,58,3,906.3,0.3436839615202649
14200,0,252,1,379.2,0.1297587131367292
14201,179,44,3,446.1,0.3586973663460022
14202,243,16,3,847.76,0.3887241759974767
14203,0,32,1,339.34,0.3656836461126005
14204,315,57,3,901.93,0.3447563475792461
14205,248,29,7,1947.5,0.3865478631130736
14206,14,23,2,856.85,0.3782762971140199
14207,0,322,1,157.8,0.0546916890080428
14208,0,186,1,415.31,0.2005361930294906
14209,301,20,9,2919.84,0.4020816905850812
14210,331,6,11,3955.68,0.4229774483519949
14211,319,46,9,2161.19,0.3741996530515692
14212,0,80,1,1119.66,0.3142091152815013
14213,0,39,1,1192.2,0.3581769436997319
14215,363,3,4,1626.61,0.4056063712348211
14216,0,49,1,310.74,0.3474530831099196
14217,161,1,7,1411.91,0.4165746727645482
14219,83,44,2,543.89,0.355756189875414
14220,2,202,2,882.5999999999999,0.1863191925563791
14221,163,84,8,3084.69,0.330507806339694
14224,154,25,5,847.78,0.3849550544078221
14225,261,69,4,2037.02,0.3348288913420597
14226,0,76,1,770.34,0.3184986595174263
14227,255,49,5,3017.75,0.3592177889922726
14228,108,72,3,745.5,0.3286705566945276
14229,68,38,4,1046.84,0.3680728591704779
14230,112,70,3,979.8,0.3308153288124901
14231,0,85,1,309.91,0.3088471849865952
14233,178,100,3,1441.55,0.2986437470430531
14235,121,133,4,1573.13,0.2661961835672607
14236,133,7,4,1253.78,0.4013168269988961
14237,217,8,2,471.14,0.3943620879987384
14238,72,297,2,287.38,0.0844425169531619
14239,303,66,10,1882.32,0.3556931083425327
14240,0,58,1,357.15000000000003,0.3378016085790885
14241,0,331,1,120.0,0.0450402144772117
14243,110,0,8,4842.28,0.4205882352941176
14244,0,295,1,366.42,0.0836461126005362
14247,146,39,4,635.89,0.3670004731114967
14248,55,94,2,730.37,0.3021368869263523
14249,268,45,12,5625.461,0.3840955685223151
14252,0,16,1,350.99,0.3828418230563002
14253,129,128,2,363.4,0.2656757609209904
14254,0,67,1,601.03,0.3281501340482574
14255,0,181,1,1000.63,0.2058981233243968
14256,202,126,3,1504.93,0.2707617095095411
14257,268,15,4,2854.73,0.3927377385270462
14258,340,30,16,19381.36,0.4119460652893865
14260,77,106,3,824.28,0.2922094306891657
14263,0,58,1,322.93,0.3378016085790885
14264,232,14,4,1183.39,0.3938101245860275
14265,147,99,2,843.1700000000001,0.2967749566314461
14266,0,63,1,40.56,0.3324396782841823
14268,0,105,1,354.85,0.2873994638069705
14269,0,74,1,295.73,0.3206434316353888
14271,0,44,1,106.81,0.3528150134048258
14272,19,197,2,482.85,0.1916811228512852
14274,0,321,1,256.6,0.0557640750670241
14275,211,30,6,1189.38,0.3825343005835042
14276,253,42,4,982.94,0.3637833149345529
14277,314,46,6,13009.61,0.3653761236398045
14278,0,44,1,205.83,0.3528150134048258
14279,160,155,2,191.86,0.236721337328497
14281,0,43,1,245.15,0.353887399463807
14282,295,2,11,4120.32,0.4272669925879199
14283,106,98,4,628.44,0.3037296956316039
14284,0,288,1,704.4,0.0911528150134048
14285,217,148,4,1374.41,0.2501103926825422
14286,331,39,4,3851.01,0.3670004731114967
14290,318,48,3,2201.91,0.3544078221100772
14291,349,15,12,4020.85,0.4162671502917521
14292,220,45,7,4354.32,0.3693896861693739
14293,360,3,6,2221.37,0.4114887241759975
14294,0,42,1,375.34,0.3549597855227882
14295,292,73,4,2196.71,0.3305393471061347
14296,152,56,2,456.4,0.3428875571676392
14298,352,10,38,39667.19,0.4980996688219524
14299,371,0,19,10533.87,0.4529411764705882
14301,250,51,3,1352.04,0.3511906639331336
14302,306,65,3,742.9000000000001,0.3361772591073963
14303,27,42,2,277.94,0.3579009619933764
14304,190,14,2,1341.56,0.387927771644851
14306,298,13,4,1058.0800000000002,0.3948825106450087
14307,358,8,5,2075.31,0.4031856174105031
14308,0,184,2,1147.02,0.2056221416180413
14309,137,48,2,1428.28,0.351466645639489
14310,0,67,1,492.1,0.3281501340482574
14311,0,202,1,206.19,0.1833780160857908
14312,125,13,5,1478.7,0.3978236871155969
14314,0,65,1,109.8,0.3302949061662198
14315,70,199,2,716.69,0.1895363507333228
14316,208,57,5,1370.34,0.3506387005204227
14318,0,95,1,158.02,0.2981233243967828
14319,0,59,1,494.85,0.3367292225201073
14320,141,181,3,868.96,0.2117804762655732
14321,41,66,2,687.3100000000001,0.3321636965778268
14322,230,64,4,474.1,0.3401908216369658
14324,283,44,2,701.61,0.355756189875414
14325,0,204,1,245.48,0.1812332439678284
14326,69,98,2,757.13,0.2978473426904274
14327,318,17,5,1583.28,0.393534142879672
14328,0,73,1,445.05,0.3217158176943699
14329,348,10,8,4912.38,0.4098643747043053
14330,0,258,1,200.63,0.1233243967828418
14332,35,16,2,1077.2,0.3857829995268885
14334,143,60,4,1766.27,0.3444803658728907
14338,0,171,1,339.88,0.2166219839142091
14339,0,63,1,310.75,0.3324396782841823
14341,318,55,10,2285.04,0.3674893549913263
14342,39,67,2,249.88,0.3310913105188456
14343,268,56,4,1088.91,0.3487699101088157
14344,258,2,14,2443.77,0.4360905219996845
14346,72,60,3,1294.17,0.3415391894023025
14347,0,371,1,82.60000000000001,0.0021447721179624
14350,49,15,2,689.1,0.3868553855858697
14353,21,45,2,285.9,0.3546838038164328
14355,261,0,3,840.0500000000001,0.4058823529411764
14358,38,24,2,400.06,0.3772039110550386
14361,0,213,1,214.71,0.1715817694369973
14363,49,37,2,227.47000000000003,0.3632628922882826
14365,287,29,2,634.68,0.3718419807601325
14366,0,160,1,136.0,0.2284182305630026
14369,19,277,2,469.13,0.1058902381327866
14370,226,85,6,1175.78,0.3235530673395363
14372,156,78,2,860.08,0.319295063870052
14374,0,176,1,108.0,0.2112600536193029
14375,91,85,2,875.31,0.3117883614571834
14376,0,318,1,215.46,0.0589812332439678
14378,0,256,1,131.25,0.1254691689008042
14379,87,28,2,920.81,0.3729143668191137
14380,0,317,1,48.96,0.060053619302949
14381,0,86,1,428.66,0.3077747989276139
14382,0,25,1,620.73,0.3731903485254692
14384,0,135,1,58.5,0.2552278820375335
14388,315,7,9,3488.16,0.4160227093518372
14389,165,59,3,854.55,0.3426115754612837
14390,52,7,5,1747.01,0.4042580034694843
14391,0,211,1,135.6,0.1737265415549597
14392,0,67,1,266.4,0.3281501340482574
14394,0,199,1,93.8,0.1865951742627346
14395,228,7,12,4700.3,0.4248462387636019
14396,366,6,6,1633.94,0.4082715659990538
14398,126,36,2,707.79,0.3643352783472638
14399,280,29,8,2113.16,0.3894890395836619
14400,223,43,2,1157.77,0.3568285759343952
14401,301,59,9,2744.42,0.3602586342848132
14402,0,287,1,285.6,0.092225201072386
14403,49,224,2,404.7,0.162726699258792
14404,350,4,8,1424.79,0.4162986910581927
14405,0,21,1,195.0,0.3774798927613941
14408,261,106,4,1503.24,0.295150607159754
14409,198,3,5,1696.64,0.4085475477054093
14410,60,11,2,1546.07,0.3911449298217946
14412,0,59,1,656.16,0.3367292225201073
14413,279,45,3,647.67,0.357624980287021
14414,0,9,1,902.35,0.3903485254691689
14415,343,14,10,6191.32,0.4114571834095569
14417,0,22,1,604.2,0.3764075067024128
14419,0,17,1,202.85,0.381769436997319
14420,294,31,3,1251.65,0.3726383851127582
14421,179,147,4,1656.26,0.2511827787415234
14422,347,9,13,6007.88,0.4256426431162277
14423,256,72,2,651.4100000000001,0.3257293802239394
14425,302,69,3,661.39,0.3318877148714714
14426,242,38,7,7246.27,0.3768963885822425
14427,137,129,2,900.1800000000001,0.2646033748620091
14429,0,38,1,516.28,0.3592493297587131
14430,95,146,3,1220.9,0.2493139883299164
14431,308,14,3,2143.84,0.3908689481154392
14433,0,100,1,289.6,0.2927613941018767
14435,0,136,1,90.42,0.2541554959785523
14436,0,188,1,182.64,0.1983914209115281
14437,217,0,5,895.84,0.411764705882353
14439,244,78,4,6781.8,0.3251774168112285
14440,372,0,9,4281.05,0.4235294117647059
14441,316,9,7,2898.8,0.4079955842926983
14442,276,49,5,3777.2,0.3592177889922726
14443,10,3,2,966.27,0.3997240182936445
14444,0,91,1,132.04,0.3024128686327078
14445,0,90,1,221.65,0.3034852546916891
14446,0,21,1,201.73,0.3774798927613941
14447,0,35,1,548.5,0.3624664879356568
14449,64,7,5,1575.7,0.4042580034694843
14450,230,14,4,645.19,0.3938101245860275
14451,302,24,10,2646.18,0.4007333228197445
14452,126,30,2,401.15,0.3707695947011512
14454,357,11,5,977.3,0.3999684592335594
14455,63,67,4,628.21,0.3369736634600221
14458,0,15,1,237.42,0.3839142091152815
14459,0,286,1,3537.821,0.0932975871313672
14460,327,31,6,659.16,0.3814619145245229
14461,307,17,10,4610.44,0.4082400252326131
14462,0,67,1,265.99,0.3281501340482574
14463,0,134,1,256.95,0.2563002680965147
14464,59,203,2,111.0,0.1852468064973979
14465,273,63,8,2887.41,0.3530279135782999
14466,353,7,7,2374.5,0.4101403564106607
14467,347,24,8,1622.23,0.394850969878568
14468,0,368,1,204.24,0.0053619302949061
14469,263,51,4,2112.21,0.3541318404037218
14470,0,65,1,250.85,0.3302949061662198
14471,141,226,2,400.95,0.1605819271408295
14472,0,324,1,291.38,0.0525469168900804
14474,0,214,1,730.42,0.170509383378016
14475,0,43,1,225.3,0.353887399463807
14477,267,71,3,660.0,0.3297429427535089
14478,356,17,4,1276.66,0.3905929664090837
14479,367,0,3,982.86,0.4058823529411764
14480,315,37,3,1020.47,0.3662040687588708
14481,270,42,3,1674.98,0.3608421384639647
14482,91,14,6,2289.76,0.3996924775272039
14483,0,371,1,120.0,0.0021447721179624
14484,321,36,3,749.0600000000001,0.367276454817852
14486,41,146,2,175.5,0.2463728118593281
14487,10,3,2,257.28000000000003,0.3997240182936445
14489,175,72,3,1111.55,0.3286705566945276
14490,22,41,2,1273.47,0.3589733480523577
14491,0,7,1,127.2,0.3924932975871313
14492,188,65,7,1921.91,0.3479419649897493
14493,251,25,5,2746.91,0.3849550544078221
14494,329,36,2,261.9,0.3643352783472638
14495,0,294,1,51.0,0.0847184986595174
14496,260,8,6,2129.42,0.4061267938810913
14497,0,308,1,221.69,0.0697050938337801
14498,148,36,5,1953.95,0.3731588077590285
14499,95,9,4,1323.65,0.3991720548809336
14505,326,39,11,6096.2,0.3875887084056143
14506,230,4,3,1278.5,0.4015928087052515
14507,350,13,5,1901.25,0.3978236871155969
14508,164,11,3,598.52,0.3940861062923829
14509,0,169,1,110.95,0.2187667560321715
14510,60,10,3,1007.28,0.3951584923513641
14512,348,18,5,948.19,0.3924617568206908
14513,131,71,3,332.42,0.3297429427535089
14514,289,71,6,3543.63,0.3385664721652736
14515,162,22,6,1647.17,0.391113389055354
14516,0,151,1,163.92,0.2380697050938337
14519,45,318,2,206.09,0.061922409714556
14521,0,126,1,199.45,0.2648793565683646
14522,88,230,4,784.08,0.162174735846081
14524,6,44,4,1066.03,0.3616385428165905
14525,298,63,8,3908.44,0.3530279135782999
14526,0,24,1,262.4,0.3742627345844504
14527,372,0,69,19283.48,0.6000000000000001
14530,291,31,10,3271.49,0.3932266204068759
14531,0,114,1,376.34,0.2777479892761394
14532,287,46,7,2926.33,0.3683173001103927
14533,203,42,4,1516.65,0.3637833149345529
14534,236,32,8,1824.06,0.3862718814067181
14535,258,30,6,3166.54,0.3825343005835042
14537,0,258,1,285.84,0.1233243967828418
14538,152,165,3,982.59,0.2289386532092729
14540,352,14,8,2799.08,0.4055748304683804
14541,285,51,6,1038.03,0.3600141933448983
14543,357,15,23,11276.44,0.4486200914682227
14544,0,105,1,957.98,0.2873994638069705
14545,0,309,1,349.25,0.0686327077747989
14546,356,11,6,2619.81,0.4029096357041476
14548,249,119,7,1974.69,0.2900331178047626
14549,316,55,3,627.3100000000001,0.3469011196972086
14550,95,23,2,587.69,0.3782762971140199
14551,270,46,5,693.8100000000001,0.3624349471692162
14552,211,15,2,346.21,0.3868553855858697
14553,97,46,4,982.27,0.359493770698628
14555,339,16,4,1991.49,0.391665352468065
14556,92,231,3,835.34,0.1581611733165116
14558,77,289,3,655.5,0.0959627818956
14559,0,25,1,75.6,0.3731903485254692
14560,357,14,22,3876.26,0.4467513010566157
14562,279,25,8,1654.63,0.3937785838195868
14563,82,144,2,679.44,0.2485175839772906
14564,300,69,2,2605.62,0.3289465384008831
14565,0,108,1,760.1,0.2841823056300268
14566,116,52,3,2660.0,0.3501182778741523
14568,0,70,1,919.7,0.3249329758713137
14569,150,87,3,371.59,0.3125847658098091
14570,0,78,1,395.69,0.3163538873994638
14571,0,60,1,161.65,0.335656836461126
14572,204,52,4,2782.34,0.3530594543447406
14573,328,7,5,968.0,0.4042580034694843
14574,0,367,1,143.70000000000002,0.0064343163538874
14575,0,123,1,460.71,0.2680965147453083
14576,0,7,1,35.400000000000006,0.3924932975871313
14577,334,29,3,514.54,0.3747831572307207
14579,0,67,1,105.56,0.3281501340482574
14580,0,153,1,14.85,0.2359249329758713
14581,0,179,1,295.2,0.2080428954423592
14583,238,18,3,728.48,0.3865794038795143
14584,238,56,4,705.65,0.3487699101088157
14585,34,17,4,986.22,0.3905929664090837
14588,0,213,1,135.39,0.1715817694369973
14589,0,6,1,39.75,0.3935656836461126
14590,307,59,20,3006.62,0.3926115754612838
14593,332,32,9,3094.02,0.3892130578773064
14594,0,8,1,255.0,0.3914209115281502
14595,234,88,2,423.85,0.3085712032802397
14596,0,261,1,229.47,0.1201072386058981
14597,58,14,4,1318.39,0.3938101245860275
14598,0,204,1,162.07,0.1812332439678284
14599,118,25,2,474.54,0.3761315249960574
14600,0,28,1,471.84,0.3699731903485255
14602,0,291,1,205.36,0.0879356568364611
14604,0,268,1,143.86,0.1126005361930294
14605,357,9,4,937.16,0.3991720548809336
14606,369,1,102,18704.41,0.6959864374704305
14607,257,102,8,7568.13,0.3112048572780319
14608,354,14,7,1567.79,0.4026336539977921
14609,278,25,6,884.64,0.3878962308784103
14610,118,30,2,24.35,0.3707695947011512
14611,154,78,2,604.33,0.319295063870052
14612,0,50,1,877.7,0.3463806970509384
14613,0,315,1,76.32000000000001,0.0621983914209115
14614,0,21,1,295.13,0.3774798927613941
14615,153,29,5,951.76,0.3806655101718972
14616,163,20,2,121.7,0.3814934552909635
14617,13,37,2,190.47,0.3632628922882826
14618,170,11,4,788.88,0.3970272827629711
14619,0,176,1,896.8,0.2112600536193029
14621,171,146,4,1212.21,0.2522551648005046
14623,221,15,5,1170.33,0.3956789149976344
14624,189,50,4,588.22,0.3552042264627031
14625,348,9,9,3598.25,0.4138779372338748
14626,333,30,7,2619.65,0.3854754770540924
14627,0,14,1,462.75,0.3849865951742627
14628,241,77,3,1326.04,0.3233086263996215
14630,0,119,1,338.65,0.2723860589812332
14631,100,21,3,1018.71,0.3833622457025705
14634,104,72,4,2124.46,0.3316117331651159
14635,0,88,1,215.22,0.3056300268096515
14637,0,312,1,106.68,0.0654155495978552
14639,253,43,3,1994.47,0.3597697524049834
14640,276,44,4,1541.98,0.3616385428165905
14643,110,252,3,986.08,0.1356410660779057
14644,321,49,5,1416.96,0.3592177889922726
14645,0,269,1,279.8,0.1115281501340482
14646,362,9,78,248396.5,0.616819113704463
14647,0,158,1,276.75,0.2305630026809651
14648,312,51,15,4546.86,0.3864847815801924
14649,306,17,5,2358.02,0.393534142879672
14650,0,223,1,62.5,0.1608579088471849
14651,237,29,7,1379.52,0.3865478631130736
14653,224,148,5,1666.99,0.2530515691531304
14654,0,373,1,246.86,0.0
14655,207,23,3,1946.28,0.3812174735846081
14656,188,50,3,523.6,0.3522630499921148
14657,5,64,2,612.65,0.3343084686957893
14662,308,62,3,645.16,0.33939441728434
14663,0,65,2,490.6,0.3332360826368081
14665,165,62,2,913.95,0.3364532408137518
14667,372,0,31,12685.94,0.488235294117647
14668,0,80,1,111.63,0.3142091152815013
14669,103,268,4,1973.94,0.1214240656047941
14670,0,367,1,190.47,0.0064343163538874
14671,18,184,2,1127.45,0.2056221416180413
14672,164,150,2,347.59,0.2420832676234032
14673,42,2,3,1674.41,0.403737580823214
14674,0,144,1,173.66,0.2455764075067024
14675,0,23,1,462.15,0.3753351206434316
14676,245,29,6,5808.55,0.3836066866424854
14677,0,227,1,184.91,0.15656836461126
14678,0,214,1,403.39,0.170509383378016
14679,349,16,3,1289.44,0.3887241759974767
14680,363,6,43,28658.66,0.5170950954108184
14681,266,22,3,376.2000000000001,0.3822898596435893
14682,243,63,4,1462.81,0.341263207695947
14683,0,223,1,146.56,0.1608579088471849
14684,0,25,1,232.27,0.3731903485254692
14685,150,211,8,4619.79,0.1943147768490774
14686,245,49,5,885.83,0.3592177889922726
14687,151,35,2,773.6800000000001,0.365407664406245
14688,82,8,8,2082.7,0.4120091468222678
14690,18,27,2,422.63,0.3739867528780949
14692,236,15,8,1153.54,0.4045024444093991
14693,100,60,6,992.46,0.3503627188140672
14694,0,252,1,244.31,0.1297587131367292
14695,213,154,3,1620.07,0.2407348998580665
14696,48,8,2,688.95,0.3943620879987384
14699,90,70,3,593.47,0.3308153288124901
14700,70,50,2,880.96,0.3493218735215266
14701,241,77,6,2012.72,0.3321321558113862
14702,363,0,13,3462.08,0.4352941176470588
14704,199,59,2,266.66,0.3396703989906955
14706,0,253,1,390.69,0.128686327077748
14707,141,70,2,139.2,0.3278741523419019
14708,87,3,3,1085.91,0.4026651947642328
14709,354,14,12,3965.29,0.4173395363507333
14710,356,14,9,1316.46,0.4085160069389686
14712,0,53,1,411.0,0.3431635388739946
14713,370,0,11,2752.51,0.4294117647058824
14714,280,42,3,746.05,0.3608421384639647
14715,247,77,4,973.07,0.3262498028702097
14716,0,79,1,235.77,0.3152815013404826
14717,0,368,1,81.3,0.0053619302949061
14718,0,45,1,226.42,0.3517426273458445
14721,0,14,1,115.77,0.3849865951742627
14722,9,112,2,325.45,0.2828339378646901
14723,364,6,7,934.76,0.411212742469642
14724,0,225,1,345.25,0.1587131367292225
14725,140,29,3,597.16,0.3747831572307207
14726,0,289,1,124.75,0.0900804289544236
14727,0,181,2,199.35,0.208839299794985
14728,0,48,1,190.58,0.3485254691689008
14729,251,8,3,593.89,0.3973032644693266
14732,338,27,11,2814.58,0.400457341113389
14733,34,2,4,6599.06,0.4066787572938022
14734,125,60,4,1056.42,0.3444803658728907
14735,347,23,24,6174.47,0.442982179466961
14736,0,120,2,401.08,0.2742548493928402
14737,0,35,1,2389.62,0.3624664879356568
14738,171,195,2,507.45,0.1938258949692477
14739,370,2,19,8385.22,0.4507964043526257
14740,242,44,8,2712.85,0.3734032486989434
14741,44,7,2,497.25,0.3954344740577196
14742,0,70,1,579.85,0.3249329758713137
14743,0,227,1,50.48,0.15656836461126
14744,203,1,8,2785.1,0.4195158492351364
14745,136,136,7,1351.55,0.2718025548020817
14746,17,41,4,593.5,0.3648557009935342
14748,276,3,7,1736.57,0.4144299006465857
14749,0,114,1,310.15,0.2777479892761394
14750,0,371,1,112.03,0.0021447721179624
14751,41,319,2,126.45,0.0608500236555748
14753,0,95,1,306.36,0.2981233243967828
14754,264,60,4,912.43,0.3444803658728907
14755,354,16,14,4962.27,0.4210771171739473
14756,41,17,2,1914.8,0.3847106134679072
14758,214,31,3,1380.91,0.3726383851127582
14761,0,79,1,192.02,0.3152815013404826
14762,0,261,1,117.05,0.1201072386058981
14766,185,1,6,4082.76,0.4136334962939599
14767,0,109,1,382.81,0.2831099195710456
14769,333,25,9,5097.13,0.3967197602901751
14770,184,102,6,2761.2200000000003,0.3053225043368554
14771,115,256,2,594.62,0.1284103453713925
14773,0,227,1,140.55,0.15656836461126
14774,0,163,1,241.45,0.2252010723860589
14775,0,7,1,406.56,0.3924932975871313
14776,58,22,4,1170.0,0.3852310361141776
14777,0,38,1,307.56,0.3592493297587131
14783,0,294,1,307.3,0.0847184986595174
14784,0,24,1,159.94,0.3742627345844504
14786,0,185,1,90.96,0.2016085790884718
14787,0,106,1,110.65,0.2863270777479893
14788,0,231,1,476.88,0.1522788203753351
14790,354,9,6,1781.56,0.4050544078221101
14791,0,241,1,303.63,0.1415549597855228
14793,0,170,1,396.91,0.2176943699731903
14794,84,37,3,633.99,0.3662040687588708
14796,358,1,11,2867.15,0.4283393786469011
14797,0,142,1,300.31,0.2477211796246649
14798,267,16,5,550.5699999999999,0.3946065289386532
14799,0,372,1,180.45,0.0010723860589812
14800,65,4,6,3434.58,0.4104163381170163
14802,0,73,2,1502.98,0.3246569941649582
14805,217,39,3,549.99,0.3640592966409084
14806,0,74,1,110.04,0.3206434316353888
14807,259,25,2,519.29,0.3761315249960574
14809,0,256,2,686.76,0.1284103453713925
14810,59,4,3,449.14,0.4015928087052515
14811,0,22,1,170.5,0.3764075067024128
14812,0,233,1,185.8,0.1501340482573726
14813,241,4,4,935.44,0.4045339851758398
14814,0,216,1,160.46,0.1683646112600536
14817,232,30,5,2849.52,0.3795931241129159
14818,189,93,3,512.61,0.3061504494559218
14819,224,129,2,198.09,0.2646033748620091
14820,297,15,5,767.47,0.3956789149976344
14821,309,1,7,1237.65,0.4165746727645482
14822,0,120,1,157.7,0.271313672922252
14824,257,14,6,2895.2000000000003,0.3996924775272039
14825,243,3,13,2698.17,0.4320769594701151
14826,113,216,2,385.2,0.1713057877306418
14828,344,23,10,7699.7,0.4018057088787258
14829,64,7,4,995.29,0.4013168269988961
14831,57,315,3,1676.57,0.068080744362088
14832,0,265,1,322.69,0.1158176943699731
14833,0,133,1,94.8,0.257372654155496
14834,0,42,1,485.86,0.3549597855227882
14835,88,163,2,297.0,0.2281422488566472
14837,241,77,5,1810.82,0.329190979340798
14838,313,58,2,773.6700000000001,0.3407427850496767
14839,285,53,3,915.28,0.3490458918151711
14840,0,174,1,299.86,0.2134048257372653
14841,362,9,8,3867.24,0.4109367607632865
14843,0,71,1,211.8,0.3238605898123324
14844,175,65,6,3512.62,0.345000788519161
14845,0,234,1,150.0,0.1490616621983914
14846,0,62,1,437.4,0.3335120643431635
14847,156,42,2,1039.55,0.3579009619933764
14848,0,39,1,310.56,0.3581769436997319
14849,325,8,21,7832.91,0.4502444409399149
14850,151,52,6,1468.26,0.358941807285917
14851,0,265,1,318.06,0.1158176943699731
14852,219,59,12,3310.49,0.3690821636965778
14853,182,58,3,901.07,0.3436839615202649
14854,296,25,4,1563.03,0.3820138779372339
14855,136,109,5,5874.65,0.2948746254533985
14857,192,77,5,2478.731,0.329190979340798
14858,0,140,1,180.75,0.2498659517426273
14859,0,189,1,351.9,0.1973190348525469
14861,350,15,9,1254.94,0.4074436208799874
14865,366,7,3,77.52,0.3983756505283078
14866,104,1,8,6460.32,0.4195158492351364
14867,338,30,13,2241.78,0.4031225358776218
14868,39,15,4,1230.42,0.3927377385270462
14869,335,23,4,2078.54,0.3841586500551964
14870,270,48,5,1511.7,0.3602901750512537
14871,245,128,5,736.59,0.2744992903327551
14872,149,118,3,816.6,0.2793407979813909
14873,0,268,1,334.45,0.1126005361930294
14874,0,170,1,116.18,0.2176943699731903
14875,0,76,1,1397.08,0.3184986595174263
14876,40,156,2,256.7,0.2356489512695158
14877,224,53,2,437.0,0.3461047153445828
14878,280,11,16,2619.7,0.43232140041003
14879,0,319,1,185.06,0.0579088471849865
14882,228,25,12,3038.4500000000003,0.4055432897019397
14884,0,304,1,120.6,0.0739946380697051
14885,38,62,2,832.8,0.3364532408137518
14890,41,253,2,691.6,0.1316275035483362
14891,19,51,2,552.35,0.3482494874625453
14892,0,325,1,202.35,0.0514745308310991
14893,0,252,1,571.76,0.1297587131367292
14894,294,78,2,837.0600000000001,0.319295063870052
14895,345,18,18,13980.83,0.4306970509383378
14896,367,0,7,1623.65,0.4176470588235294
14897,314,44,4,1774.16,0.3616385428165905
14898,364,6,9,2204.29,0.4170950954108184
14899,0,30,1,1384.88,0.367828418230563
14900,0,157,1,13.919999999999998,0.2316353887399463
14901,131,1,5,868.36,0.4106923198233717
14902,157,30,2,702.96,0.3707695947011512
14904,19,43,2,615.2,0.3568285759343952
14905,361,9,6,1355.24,0.4050544078221101
14906,0,80,1,68.44,0.3142091152815013
14907,234,2,10,2664.69,0.4243258161173316
14908,0,98,1,104.1,0.2949061662198391
14909,226,72,3,1404.68,0.3286705566945276
14911,373,0,205,152147.57,1.0
14912,280,36,4,1021.4,0.3702176312884403
14913,97,23,4,2845.7000000000003,0.3841586500551964
14915,360,10,9,1503.77,0.4128055511748936
14916,186,66,4,1773.97,0.3380460495190033
14917,0,231,2,1123.75,0.1552199968459233
14918,206,39,7,4345.66,0.3758240025232613
14919,0,174,1,359.35,0.2134048257372653
14920,0,200,1,629.4,0.1855227882037533
14922,114,28,2,843.74,0.3729143668191137
14924,29,245,2,620.96,0.1402065920201861
14926,216,16,2,359.4,0.3857829995268885
14927,0,31,1,308.2,0.3667560321715817
14928,0,262,1,223.91000000000005,0.1190348525469168
14929,0,56,1,612.8100000000001,0.3399463806970509
14930,136,105,3,2873.77,0.2932818167481469
14932,20,0,2,666.13,0.4029411764705882
14933,0,78,4,1770.0,0.3251774168112285
14934,62,13,3,1612.56,0.3919413341744204
14935,0,254,1,1065.12,0.1276139410187667
14936,192,25,4,4273.79,0.3820138779372339
14938,0,197,2,2322.43,0.1916811228512852
