Customer ID,L,R,F,M,S,cluster,score,tier,risk_flag,stability_score
15499,0.0,358.0,1.0,161.6,0.0160857908847185,1.0,161.6,Bronze,High Risk,0.0006468816709672
15501,10.0,39.0,2.0,402.5,0.3611181201703202,1.0,805.0,Silver,Low Risk,0.3233604614929945
15502,186.0,3.0,5.0,3608.54,0.4085475477054093,0.0,18042.7,Platinum,Low Risk,0.4052616424959824
15503,0.0,361.0,1.0,120.06,0.0128686327077748,1.0,120.06,Bronze,High Risk,0.000414004269419
15504,144.0,155.0,3.0,371.02,0.2396625137990853,1.0,1113.06,Silver,High Risk,0.1400708525689024
15506,96.0,16.0,3.0,1060.77,0.3887241759974767,1.0,3182.31,Gold,Low Risk,0.3720496805123302
15509,0.0,15.0,1.0,166.51,0.3839142091152815,1.0,166.51,Bronze,Low Risk,0.3684752999015302
15512,285.0,25.0,2.0,210.58,0.3761315249960574,1.0,421.16,Silver,Low Risk,0.3509216372617372
15513,329.0,0.0,18.0,12992.33,0.45,0.0,233861.94,Platinum,Low Risk,0.45
15514,355.0,14.0,7.0,2459.09,0.4026336539977921,1.0,17213.63,Platinum,Low Risk,0.3875213988879554
15515,0.0,22.0,1.0,171.81,0.3764075067024128,1.0,171.81,Bronze,Low Risk,0.3542065277548173
15518,340.0,14.0,7.0,2276.49,0.4026336539977921,1.0,15935.429999999998,Platinum,Low Risk,0.3875213988879554
15519,63.0,18.0,2.0,344.61,0.383638227408926,1.0,689.22,Silver,Low Risk,0.3651248545044738
15521,303.0,35.0,8.0,4106.49,0.3830547232297744,0.0,32851.92,Platinum,Low Risk,0.3471112505406535
15523,349.0,23.0,15.0,16947.98,0.416511591231667,0.0,254219.7,Platinum,Low Risk,0.3908285708608135
15524,0.0,241.0,1.0,151.4,0.1415549597855228,1.0,151.4,Bronze,High Risk,0.0500945165997024
15525,9.0,8.0,2.0,469.78,0.3943620879987384,1.0,939.56,Silver,Low Risk,0.3859039198915268
15527,329.0,29.0,15.0,3145.86,0.4100772748777795,0.0,47187.9,Platinum,Low Risk,0.3781945913081934
15529,27.0,1.0,2.0,1116.72,0.401868790411607,1.0,2233.44,Gold,Low Risk,0.4007913941906643
15530,0.0,147.0,1.0,311.37,0.2423592493297587,1.0,311.37,Silver,High Risk,0.1468450143392103
15532,173.0,11.0,6.0,2190.9700000000003,0.4029096357041476,1.0,13145.820000000002,Platinum,Low Risk,0.3910275821042934
15534,0.0,360.0,1.0,162.25,0.013941018766756,1.0,162.25,Bronze,High Risk,0.0004858800106376
15535,44.0,39.0,2.0,551.42,0.3611181201703202,1.0,1102.84,Silver,Low Risk,0.3233604614929945
15536,0.0,44.0,1.0,259.09,0.3528150134048258,1.0,259.09,Bronze,Low Risk,0.3111960842096185
15538,125.0,172.0,6.0,3358.4,0.230255480208169,0.0,20150.4,Platinum,High Risk,0.124078690407083
15540,0.0,10.0,1.0,247.38,0.3892761394101877,1.0,247.38,Bronze,Low Risk,0.3788397817852497
15542,225.0,147.0,3.0,918.45,0.2482416022709352,1.0,2755.3500000000004,Gold,High Risk,0.1504091209470009
15543,0.0,94.0,1.0,114.98,0.2991957104557641,1.0,114.98,Bronze,High Risk,0.2237951828878235
15544,307.0,7.0,12.0,4615.72,0.4248462387636019,0.0,55388.64,Platinum,Low Risk,0.4168732530495396
15545,0.0,6.0,1.0,135.32999999999998,0.3935656836461126,1.0,135.32999999999998,Bronze,Low Risk,0.38723486835958
15546,0.0,241.0,2.0,1079.1,0.144496136256111,1.0,2158.2,Gold,High Risk,0.051135361892243
15547,357.0,11.0,12.0,5199.55,0.420556694527677,0.0,62394.600000000006,Platinum,Low Risk,0.4081542182815525
15548,0.0,230.0,1.0,158.09,0.1533512064343163,1.0,158.09,Bronze,High Risk,0.0587914812871507
15549,276.0,56.0,5.0,652.7,0.3517110865794039,1.0,3263.5,Gold,Low Risk,0.2989072773342387
15550,357.0,13.0,8.0,1643.17,0.4066472165273616,1.0,13145.36,Platinum,Low Risk,0.3924745253347189
15551,155.0,29.0,6.0,1274.02,0.3836066866424854,1.0,7644.12,Gold,Low Risk,0.35378203808315
15552,0.0,258.0,1.0,162.4,0.1233243967828418,1.0,162.4,Bronze,High Risk,0.0380222671046295
15555,368.0,0.0,22.0,7307.18,0.4617647058823529,0.0,160757.96000000002,Platinum,Low Risk,0.4617647058823529
15558,0.0,274.0,1.0,214.13,0.106166219839142,1.0,214.13,Bronze,High Risk,0.0281781655873325
15559,0.0,203.0,1.0,1109.4,0.1823056300268096,1.0,1109.4,Silver,High Risk,0.0830883568486799
15560,0.0,32.0,2.0,153.52,0.3686248225831887,1.0,307.04,Silver,Low Risk,0.3370001729245773
15561,279.0,18.0,4.0,1133.8,0.3895205803501025,1.0,4535.2,Gold,Low Risk,0.3707233405476847
15562,301.0,59.0,2.0,538.83,0.3396703989906955,1.0,1077.66,Silver,Low Risk,0.2859423734130788
15563,166.0,149.0,3.0,1466.56,0.2460968301529727,1.0,4399.68,Gold,High Risk,0.1477900534966914
15564,212.0,98.0,2.0,70.74000000000001,0.2978473426904274,1.0,141.48000000000002,Bronze,High Risk,0.2195925448790014
15566,331.0,27.0,2.0,227.87,0.3739867528780949,1.0,455.74,Silver,Low Risk,0.3469153257260612
15569,258.0,25.0,5.0,2210.64,0.3849550544078221,1.0,11053.2,Gold,Low Risk,0.3591537773027402
15570,251.0,4.0,14.0,5145.52,0.4339457498817222,0.0,72037.28,Platinum,Low Risk,0.429292176156449
15571,347.0,21.0,10.0,3401.2,0.4039504809966882,0.0,34012.0,Platinum,Low Risk,0.3812079606188585
15572,223.0,15.0,3.0,1515.81,0.3897965620564579,1.0,4547.43,Gold,Low Risk,0.3741210970944019
15573,110.0,253.0,3.0,599.73,0.1345686800189244,1.0,1799.19,Gold,High Risk,0.0432928729283402
15574,92.0,7.0,3.0,816.4499999999999,0.3983756505283078,1.0,2449.35,Gold,Low Risk,0.3908994318856854
15575,0.0,254.0,1.0,30.1,0.1276139410187667,1.0,30.1,Bronze,High Risk,0.0407132948558531
15577,2.0,358.0,2.0,139.1,0.0190269673553067,1.0,278.2,Bronze,High Risk,0.0007651595451195
15579,49.0,18.0,3.0,953.9,0.3865794038795143,1.0,2861.7,Gold,Low Risk,0.3679240975260792
15580,293.0,11.0,8.0,1381.19,0.408791988645324,0.0,11049.52,Gold,Low Risk,0.3967364608300464
15581,371.0,1.0,26.0,4114.62,0.4724570257057247,0.0,106980.12,Platinum,Low Risk,0.4711903848861383
15583,0.0,11.0,1.0,107.86,0.3882037533512064,1.0,107.86,Bronze,Low Risk,0.3767553852899107
15584,270.0,34.0,2.0,552.39,0.3664800504652263,1.0,1104.78,Silver,Low Risk,0.3330743622190662
15586,108.0,227.0,3.0,1139.1,0.1624507175524365,1.0,3417.3,Gold,High Risk,0.0635866079427767
15587,99.0,27.0,3.0,608.4,0.3769279293486831,1.0,1825.2,Gold,Low Risk,0.3496436020231752
15588,0.0,312.0,1.0,579.6,0.0654155495978552,1.0,579.6,Silver,High Risk,0.0106979853229736
15590,224.0,17.0,5.0,1496.6,0.393534142879672,1.0,7483.0,Gold,Low Risk,0.3755982704159872
15591,91.0,217.0,3.0,217.9,0.1731745781422488,1.0,653.7,Silver,High Risk,0.0724269013141844
15595,0.0,122.0,1.0,357.6,0.2691689008042895,1.0,357.6,Silver,High Risk,0.1811297429004736
15596,134.0,0.0,5.0,1723.45,0.411764705882353,1.0,8617.25,Gold,Low Risk,0.411764705882353
15597,0.0,210.0,1.0,238.8,0.174798927613941,1.0,238.8,Bronze,High Risk,0.0763866627374594
15598,0.0,62.0,1.0,307.34,0.3335120643431635,1.0,307.34,Silver,Low Risk,0.2780757426560961
15599,0.0,80.0,1.0,488.32,0.3142091152815013,1.0,488.32,Silver,Low Risk,0.2468184203149594
15600,165.0,63.0,4.0,1199.31,0.341263207695947,1.0,4797.24,Gold,Low Risk,0.2836235774416717
15601,365.0,7.0,17.0,8183.56,0.4395521211165431,0.0,139120.52000000002,Platinum,Low Risk,0.4313031536961254
15602,369.0,3.0,8.0,1932.64,0.4173710771171739,1.0,15461.12,Platinum,Low Risk,0.4140142051832556
15603,0.0,283.0,1.0,40.0,0.0965147453083109,1.0,40.0,Bronze,High Risk,0.0232877401548203
15605,320.0,8.0,5.0,738.57,0.4031856174105031,1.0,3692.85,Gold,Low Risk,0.3945382047046478
15606,257.0,25.0,8.0,2310.83,0.3937785838195868,0.0,18486.64,Platinum,Low Risk,0.3673859173437431
15607,156.0,178.0,8.0,1604.21,0.2297035167954581,0.0,12833.68,Platinum,High Risk,0.1200862889413253
15608,0.0,50.0,1.0,692.3,0.3463806970509384,1.0,692.3,Silver,Low Risk,0.2999489682237348
15611,299.0,18.0,13.0,1405.83,0.4159911685853966,0.0,18275.79,Platinum,Low Risk,0.3959165277421335
15613,0.0,245.0,1.0,433.72,0.1372654155495978,1.0,433.72,Silver,High Risk,0.0471044857650094
15614,188.0,72.0,4.0,3147.36,0.3316117331651159,0.0,12589.44,Platinum,Low Risk,0.2676008892297584
15615,346.0,25.0,24.0,10974.23,0.4408374073489985,0.0,263381.52,Platinum,Low Risk,0.4112906642290924
15616,0.0,73.0,1.0,317.11,0.3217158176943699,1.0,317.11,Silver,Low Risk,0.2587526683868927
15617,111.0,31.0,3.0,828.5500000000001,0.3726383851127582,1.0,2485.65,Gold,Low Risk,0.3416684388969525
15620,0.0,44.0,1.0,389.18,0.3528150134048258,1.0,389.18,Silver,Low Risk,0.3111960842096185
15622,218.0,62.0,8.0,4143.05,0.3541002996372812,0.0,33144.4,Platinum,Low Risk,0.295241804791406
15623,335.0,28.0,7.0,2136.02,0.3876202491720549,1.0,14952.14,Platinum,Low Risk,0.3585227505746888
15625,165.0,11.0,5.0,1702.14,0.3999684592335594,1.0,8510.7,Gold,Low Risk,0.3881731427414169
15626,0.0,56.0,1.0,391.72,0.3399463806970509,1.0,391.72,Silver,Low Risk,0.2889088543725607
15627,65.0,92.0,2.0,566.9,0.3042816590443148,1.0,1133.8,Silver,High Risk,0.2292309549368699
15628,359.0,1.0,9.0,2782.02,0.4224570257057246,0.0,25038.18,Platinum,Low Risk,0.4213244331435108
15629,82.0,85.0,4.0,2240.9,0.3176707143983599,1.0,8963.6,Gold,Low Risk,0.2452792647365352
15630,0.0,279.0,1.0,295.05,0.1008042895442359,1.0,295.05,Silver,High Risk,0.0254037619762953
15631,0.0,277.0,1.0,596.67,0.1029490616621983,1.0,596.67,Silver,High Risk,0.0264962732428177
15633,221.0,144.0,13.0,4352.46,0.2808705251537612,0.0,56581.98,Platinum,High Risk,0.1724379363544539
15634,0.0,18.0,1.0,311.1,0.3806970509383378,1.0,311.1,Silver,Low Risk,0.3623256114828684
15635,0.0,30.0,1.0,100.35,0.367828418230563,1.0,100.35,Bronze,Low Risk,0.3382443631449949
15636,132.0,72.0,2.0,719.82,0.3257293802239394,1.0,1439.64,Silver,Low Risk,0.2628540038804444
15637,310.0,48.0,4.0,574.23,0.3573489985806655,1.0,2296.92,Gold,Low Risk,0.3113630684684083
15638,231.0,13.0,6.0,2265.2,0.4007648635861852,1.0,13591.2,Platinum,Low Risk,0.3867971873754066
15639,153.0,86.0,2.0,639.76,0.3107159753982021,1.0,1279.52,Silver,Low Risk,0.2390763671294477
15640,352.0,7.0,15.0,11441.92,0.4336697681753667,0.0,171628.8,Platinum,Low Risk,0.4255311934374912
15641,336.0,31.0,8.0,3458.35,0.3873442674656994,0.0,27666.8,Platinum,Low Risk,0.3551521165503195
15642,0.0,364.0,1.0,105.78,0.0096514745308311,1.0,105.78,Bronze,High Risk,0.0002328774015482
15645,11.0,49.0,2.0,443.16,0.3503942595805078,1.0,886.32,Silver,Low Risk,0.3043639144881623
15646,38.0,7.0,3.0,526.97,0.3983756505283078,1.0,1580.91,Silver,Low Risk,0.3908994318856854
15647,0.0,50.0,1.0,169.0,0.3463806970509384,1.0,169.0,Bronze,Low Risk,0.2999489682237348
15649,19.0,2.0,3.0,1354.35,0.403737580823214,1.0,4063.05,Gold,Low Risk,0.4015727680574059
15650,106.0,156.0,2.0,553.88,0.2356489512695158,1.0,1107.76,Silver,High Risk,0.1370933577090748
15651,176.0,55.0,2.0,612.76,0.3439599432266204,1.0,1225.52,Silver,Low Risk,0.2932419891315423
15652,97.0,22.0,4.0,1082.6,0.3852310361141776,1.0,4330.4,Gold,Low Risk,0.3625096345203119
15658,363.0,7.0,4.0,1399.37,0.4013168269988961,1.0,5597.48,Gold,Low Risk,0.3937854120150026
15659,266.0,21.0,2.0,226.04,0.3804210692319823,1.0,452.08,Silver,Low Risk,0.3590032610446589
15660,306.0,0.0,7.0,1212.13,0.4176470588235294,1.0,8484.91,Gold,Low Risk,0.4176470588235294
15661,199.0,14.0,6.0,906.15,0.3996924775272039,1.0,5436.9,Gold,Low Risk,0.3846906150999093
15662,77.0,296.0,2.0,283.73,0.0855149030121432,1.0,567.46,Silver,High Risk,0.0176532105413807
15664,200.0,84.0,3.0,867.6,0.3158019239867529,1.0,2602.8,Gold,Low Risk,0.2446829920433554
15665,223.0,46.0,3.0,1773.11,0.3565525942280397,1.0,5319.33,Gold,Low Risk,0.3125809606235093
15666,23.0,107.0,2.0,632.94,0.2881958681595963,1.0,1265.88,Silver,High Risk,0.2055230587947791
15670,0.0,191.0,1.0,152.15,0.1951742627345844,1.0,152.15,Bronze,High Risk,0.0952324820849714
15672,0.0,360.0,1.0,45.3,0.013941018766756,1.0,45.3,Bronze,High Risk,0.0004858800106376
15673,203.0,86.0,5.0,3533.77,0.3195395048099669,0.0,17668.85,Platinum,Low Risk,0.2458655171057922
15674,313.0,52.0,8.0,4501.63,0.3648241602270935,0.0,36013.04,Platinum,Low Risk,0.3139639555841743
15675,0.0,39.0,1.0,218.35,0.3581769436997319,1.0,218.35,Bronze,Low Risk,0.3207268074952023
15677,42.0,56.0,2.0,648.4,0.3428875571676392,1.0,1296.8,Silver,Low Risk,0.2914084601129802
15678,127.0,30.0,2.0,1541.19,0.3707695947011512,1.0,3082.38,Gold,Low Risk,0.3409489838672784
15680,371.0,1.0,8.0,3173.9,0.4195158492351364,0.0,25391.2,Platinum,Low Risk,0.4183911418645328
15681,185.0,14.0,9.0,1563.54,0.4085160069389686,0.0,14071.86,Platinum,Low Risk,0.3931829664640475
15682,88.0,234.0,2.0,318.24,0.1520028386689796,1.0,636.48,Silver,High Risk,0.05664448947718
15683,0.0,108.0,1.0,330.79,0.2841823056300268,1.0,330.79,Silver,High Risk,0.2018989570829949
15684,188.0,182.0,3.0,173.95,0.210708090206592,1.0,521.8499999999999,Silver,High Risk,0.1078960998108822
15685,0.0,85.0,1.0,55.98,0.3088471849865952,1.0,55.98,Bronze,Low Risk,0.2384664591853603
15686,0.0,55.0,1.0,90.0,0.3410187667560322,1.0,90.0,Bronze,Low Risk,0.2907344981995127
15688,0.0,53.0,1.0,190.57,0.3431635388739946,1.0,190.57,Bronze,Low Risk,0.294403036031309
15689,0.0,252.0,1.0,266.93,0.1297587131367292,1.0,266.93,Bronze,High Risk,0.0420933090872499
15691,338.0,29.0,3.0,434.5,0.3747831572307207,1.0,1303.5,Silver,Low Risk,0.3456445203414689
15693,0.0,294.0,1.0,37.5,0.0847184986595174,1.0,37.5,Bronze,High Risk,0.0179430600378066
15694,366.0,0.0,12.0,4331.41,0.4323529411764706,0.0,51976.92,Platinum,Low Risk,0.4323529411764706
15695,83.0,232.0,2.0,721.0600000000001,0.1541476107869421,1.0,1442.12,Silver,High Risk,0.0582702764636966
15696,260.0,58.0,5.0,1170.11,0.3495663144614414,1.0,5850.549999999999,Gold,Low Risk,0.2952101583253459
15697,0.0,324.0,1.0,246.75,0.0525469168900804,1.0,246.75,Bronze,High Risk,0.0069029461866325
15698,0.0,259.0,1.0,46.2,0.1222520107238605,1.0,46.2,Bronze,High Risk,0.0373638853150672
15702,205.0,111.0,2.0,140.39,0.2839063239236714,1.0,280.78,Bronze,High Risk,0.1994194554101927
15704,81.0,137.0,2.0,1524.34,0.2560242863901593,1.0,3048.68,Gold,High Risk,0.161988556536401
15708,55.0,4.0,3.0,1014.48,0.4015928087052515,1.0,3043.44,Gold,Low Risk,0.3972861834108252
15709,0.0,224.0,1.0,194.6,0.1597855227882038,1.0,194.6,Bronze,High Risk,0.0638285332317489
15710,0.0,52.0,1.0,898.87,0.3442359249329759,1.0,898.87,Silver,Low Risk,0.2962459300361535
15711,128.0,191.0,2.0,420.25,0.1981154392051727,1.0,840.5,Silver,High Risk,0.0966675869580199
15712,359.0,14.0,7.0,2400.05,0.4026336539977921,1.0,16800.350000000002,Platinum,Low Risk,0.3875213988879554
15713,357.0,1.0,3.0,654.09,0.4048099668821952,1.0,1962.27,Gold,Low Risk,0.4037246854696424
15714,102.0,88.0,3.0,453.93,0.3115123797508279,1.0,1361.79,Silver,Low Risk,0.2380188424369596
15715,63.0,190.0,5.0,658.02,0.2080113546759186,1.0,3290.1,Gold,High Risk,0.102053828165397
15716,362.0,4.0,8.0,1938.0,0.4162986910581927,1.0,15504.0,Platinum,Low Risk,0.4118343619315633
15717,171.0,56.0,4.0,456.7000000000001,0.3487699101088157,1.0,1826.8000000000004,Gold,Low Risk,0.2964076715938192
15718,0.0,175.0,1.0,293.79,0.2123324396782841,1.0,293.79,Bronze,High Risk,0.1127126623493304
15719,357.0,16.0,18.0,5177.45,0.4328418230563002,0.0,93194.1,Platinum,Low Risk,0.4142748815847162
15720,0.0,185.0,1.0,143.19,0.2016085790884718,1.0,143.19,Bronze,High Risk,0.1016150479051815
15722,195.0,80.0,6.0,3035.54,0.3289149976344425,0.0,18213.24,Platinum,Low Risk,0.2583702260238382
15723,162.0,46.0,3.0,744.55,0.3565525942280397,1.0,2233.65,Gold,Low Risk,0.3125809606235093
15724,0.0,35.0,1.0,92.6,0.3624664879356568,1.0,92.6,Bronze,Low Risk,0.3284548871910241
15726,0.0,25.0,1.0,321.91,0.3731903485254692,1.0,321.91,Silver,Low Risk,0.3481775905814028
15727,297.0,22.0,8.0,4266.55,0.3969957419965305,0.0,34132.4,Platinum,Low Risk,0.373580443540971
15728,64.0,14.0,2.0,544.6,0.387927771644851,1.0,1089.2,Silver,Low Risk,0.3733674799477252
15729,3.0,35.0,2.0,107.55,0.365407664406245,1.0,215.1,Bronze,Low Risk,0.3311200819552569
15730,49.0,16.0,2.0,605.7,0.3857829995268885,1.0,1211.4,Silver,Low Risk,0.3692346671075045
15731,0.0,188.0,1.0,125.3,0.1983914209115281,1.0,125.3,Bronze,High Risk,0.0983978897282377
15732,301.0,7.0,9.0,1387.95,0.4160227093518372,0.0,12491.55,Platinum,Low Risk,0.4082153126615883
15734,110.0,71.0,2.0,923.85,0.3268017662829207,1.0,1847.7,Gold,Low Risk,0.2645955319502467
15735,0.0,56.0,1.0,327.68,0.3399463806970509,1.0,327.68,Silver,Low Risk,0.2889088543725607
15736,0.0,70.0,2.0,1815.72,0.3278741523419019,1.0,3631.44,Gold,Low Risk,0.2663428100793466
15738,356.0,7.0,26.0,8560.55,0.4660227093518372,0.0,222574.3,Platinum,Low Risk,0.4572769748599796
15741,160.0,93.0,2.0,208.62,0.3032092729853335,1.0,417.24,Silver,High Risk,0.2276101781123147
15742,0.0,254.0,1.0,156.87,0.1276139410187667,1.0,156.87,Bronze,High Risk,0.0407132948558531
15747,314.0,10.0,6.0,1588.57,0.4039820217631288,1.0,9531.42,Gold,Low Risk,0.393151404557683
15748,0.0,84.0,2.0,465.45,0.3128607475161646,1.0,930.9,Silver,Low Risk,0.2424041716680202
15750,371.0,1.0,12.0,4331.711,0.4312805551174893,0.0,51980.53200000001,Platinum,Low Risk,0.430124306980445
15751,272.0,95.0,11.0,1380.44,0.3275350891026652,0.0,15184.84,Platinum,High Risk,0.2441146240497076
15752,84.0,7.0,3.0,1570.16,0.3983756505283078,1.0,4710.4800000000005,Gold,Low Risk,0.3908994318856854
15754,161.0,128.0,6.0,2579.04,0.2774404668033433,1.0,15474.24,Platinum,High Risk,0.1822330143882549
15755,356.0,14.0,11.0,3628.87,0.4143983598801451,0.0,39917.57,Platinum,Low Risk,0.3988445340401396
15757,160.0,21.0,4.0,2225.94,0.3863034221731588,1.0,8903.76,Gold,Low Risk,0.3645544359382088
15759,226.0,146.0,4.0,577.89,0.2522551648005046,1.0,2311.56,Gold,High Risk,0.1535172182566073
15760,0.0,265.0,2.0,13916.34,0.1187588708405614,0.0,27832.68,Platinum,High Risk,0.0343859465168381
15761,0.0,77.0,1.0,143.05,0.317426273458445,1.0,143.05,Bronze,Low Risk,0.2518985977042888
15764,44.0,69.0,2.0,1223.11,0.3289465384008831,1.0,2446.22,Gold,Low Risk,0.2680958382677438
15765,0.0,301.0,1.0,370.63,0.0772117962466488,1.0,370.63,Silver,High Risk,0.014904153699085
15766,225.0,91.0,2.0,516.0,0.305354045103296,1.0,1032.0,Silver,High Risk,0.2308574818207224
15768,260.0,111.0,31.0,14979.26,0.3692004415707302,0.0,464357.06,Platinum,High Risk,0.259331141264159
15769,357.0,6.0,21.0,32451.6,0.4523892130578773,0.0,681483.6,Platinum,Low Risk,0.4451121747781259
15770,0.0,247.0,1.0,321.45,0.1351206434316354,1.0,321.45,Silver,High Risk,0.0456439707034478
15771,89.0,239.0,3.0,1006.54,0.1495820848446617,1.0,3019.62,Gold,High Risk,0.0537372637243556
15772,0.0,53.0,1.0,280.88,0.3431635388739946,1.0,280.88,Bronze,Low Risk,0.294403036031309
15773,0.0,44.0,1.0,138.84,0.3528150134048258,1.0,138.84,Bronze,Low Risk,0.3111960842096185
15774,238.0,53.0,5.0,1059.14,0.3549282447563476,1.0,5295.700000000001,Gold,Low Risk,0.3044960812923089
15775,0.0,266.0,1.0,45.6,0.1147453083109919,1.0,45.6,Bronze,High Risk,0.0329162144484614
15777,172.0,31.0,3.0,715.5,0.3726383851127582,1.0,2146.5,Gold,Low Risk,0.3416684388969525
15778,0.0,66.0,1.0,307.95000000000005,0.3292225201072386,1.0,307.95000000000005,Silver,Low Risk,0.2709686693644028
15779,69.0,98.0,2.0,124.08,0.2978473426904274,1.0,248.16,Bronze,High Risk,0.2195925448790014
15782,0.0,65.0,1.0,1399.36,0.3302949061662198,1.0,1399.36,Silver,Low Risk,0.2727368125983799
15784,204.0,102.0,2.0,848.33,0.2935577984545024,1.0,1696.66,Gold,High Risk,0.2132819393597055
15785,345.0,14.0,11.0,3640.96,0.4143983598801451,0.0,40050.56,Platinum,Low Risk,0.3988445340401396
15786,118.0,52.0,2.0,3582.62,0.3471771014035641,0.0,7165.24,Gold,Low Risk,0.2987770765430136
15788,0.0,143.0,1.0,221.83,0.2466487935656836,1.0,221.83,Bronze,High Risk,0.152089068418518
15789,192.0,66.0,5.0,1610.71,0.3409872259895916,1.0,8053.55,Gold,Low Risk,0.2806516846616745
15791,112.0,164.0,3.0,1995.65,0.2300110392682542,1.0,5986.950000000001,Gold,High Risk,0.1288801801797992
15792,218.0,34.0,2.0,933.84,0.3664800504652263,1.0,1867.68,Gold,Low Risk,0.3330743622190662
15793,359.0,13.0,5.0,1433.96,0.3978236871155969,1.0,7169.8,Gold,Low Risk,0.3839585183957503
15794,0.0,371.0,2.0,777.0,0.0050859485885507,1.0,1554.0,Silver,High Risk,2.727050181528528e-05
15795,260.0,65.0,7.0,1369.86,0.3479419649897493,1.0,9589.02,Gold,Low Risk,0.2873086466939484
15796,243.0,9.0,9.0,2464.27,0.4138779372338748,0.0,22178.43,Platinum,Low Risk,0.4038916063086606
15797,100.0,216.0,2.0,613.6800000000001,0.1713057877306418,1.0,1227.36,Silver,High Risk,0.0721045808946669
15798,188.0,127.0,3.0,1535.37,0.2696893234505598,1.0,4606.11,Gold,High Risk,0.1778648084955434
15799,0.0,53.0,1.0,540.15,0.3431635388739946,1.0,540.15,Silver,Low Risk,0.294403036031309
15800,165.0,88.0,5.0,543.5,0.3173947326920044,1.0,2717.5,Gold,Low Risk,0.2425134016547487
15803,230.0,80.0,3.0,1513.84,0.3200914682226778,1.0,4541.52,Gold,Low Risk,0.2514391425985109
15805,343.0,20.0,13.0,4660.75,0.4138463964674341,0.0,60589.75,Platinum,Low Risk,0.3916562411608693
15807,257.0,43.0,2.0,913.62,0.3568285759343952,1.0,1827.24,Gold,Low Risk,0.3156928419794917
15808,368.0,4.0,18.0,14674.96,0.4457104557640751,0.0,264149.28,Platinum,Low Risk,0.4409307189730394
15809,75.0,94.0,2.0,758.6700000000001,0.3021368869263523,1.0,1517.34,Silver,High Risk,0.2259951513470571
15810,286.0,21.0,4.0,1607.06,0.3863034221731588,1.0,6428.24,Gold,Low Risk,0.3645544359382088
15811,22.0,0.0,2.0,1671.9,0.4029411764705882,1.0,3343.8,Gold,Low Risk,0.4029411764705882
15812,288.0,70.0,7.0,3400.33,0.3425800346948431,0.0,23802.31,Platinum,Low Risk,0.2782888753687331
15814,210.0,28.0,2.0,689.11,0.3729143668191137,1.0,1378.22,Silver,Low Risk,0.3449207950471695
15816,0.0,177.0,2.0,144.15,0.2131288440309099,1.0,288.3,Bronze,High Risk,0.1119926365417113
15817,122.0,55.0,3.0,2766.4,0.3469011196972086,0.0,8299.2,Gold,Low Risk,0.2957494800635719
15818,0.0,223.0,1.0,340.5,0.1608579088471849,1.0,340.5,Silver,High Risk,0.0646881670967231
15819,200.0,66.0,6.0,2029.34,0.3439284024601798,1.0,12176.04,Platinum,Low Risk,0.2830724384859925
15822,240.0,128.0,4.0,954.59,0.2715581138621669,1.0,3818.36,Gold,High Risk,0.1783692704992785
15823,358.0,7.0,3.0,3882.17,0.3983756505283078,0.0,11646.51,Gold,Low Risk,0.3908994318856854
15824,78.0,88.0,2.0,890.94,0.3085712032802397,1.0,1781.88,Gold,Low Risk,0.2357715628280652
15826,0.0,203.0,1.0,943.97,0.1823056300268096,1.0,943.97,Silver,High Risk,0.0830883568486799
15827,328.0,7.0,16.0,1957.98,0.4366109446459549,0.0,31327.68,Platinum,Low Risk,0.4284171735668083
15828,0.0,10.0,1.0,1108.82,0.3892761394101877,1.0,1108.82,Silver,Low Risk,0.3788397817852497
15833,0.0,372.0,1.0,80.4,0.0010723860589812,1.0,80.4,Bronze,High Risk,2.875029648743165e-06
15834,47.0,11.0,3.0,1539.24,0.3940861062923829,1.0,4617.72,Gold,Low Risk,0.3824642640156638
15837,0.0,120.0,1.0,385.03,0.271313672922252,1.0,385.03,Silver,High Risk,0.1840277727864068
15838,357.0,2.0,16.0,40519.92,0.441972874940861,0.0,648318.72,Platinum,Low Risk,0.4396030471931888
15841,343.0,21.0,5.0,1518.35,0.389244598643747,1.0,7591.75,Gold,Low Risk,0.3673300233849838
15842,134.0,28.0,2.0,548.8000000000001,0.3729143668191137,1.0,1097.6,Silver,Low Risk,0.3449207950471695
15845,145.0,171.0,3.0,714.51,0.2225043368553855,1.0,2143.53,Gold,High Risk,0.1204983271978227
15846,0.0,20.0,1.0,107.01,0.3785522788203753,1.0,107.01,Bronze,Low Risk,0.3582545695002479
15847,213.0,63.0,3.0,433.3,0.3383220312253587,1.0,1299.9,Silver,Low Risk,0.2811791680425233
15848,0.0,256.0,1.0,139.94,0.1254691689008042,1.0,139.94,Bronze,High Risk,0.0393562808616463
15850,349.0,11.0,4.0,819.87,0.3970272827629711,1.0,3279.48,Gold,Low Risk,0.3853187033785403
15851,0.0,161.0,1.0,109.73,0.2273458445040214,1.0,109.73,Bronze,High Risk,0.1292153325331167
15852,0.0,161.0,1.0,96.55,0.2273458445040214,1.0,96.55,Bronze,High Risk,0.1292153325331167
15854,352.0,11.0,9.0,2609.16,0.4117331651159123,0.0,23482.44,Platinum,Low Risk,0.3995909001929229
15855,0.0,111.0,1.0,340.48,0.2809651474530831,1.0,340.48,Silver,High Risk,0.1973535352083318
